"Name","Bottom Margin (mm)","Default paper format ?","Display a header line","Display Name","Header spacing","Orientation","Output DPI","Page height (mm)","Page width (mm)","Paper size","Print page height (mm)","Print page width (mm)","Right Margin (mm)","Top Margin (mm)"
"A5","20.0","","True","A5","35","Portrait","90","0","0","A5  9   148 x 210 mm","210.0","148.0","7.0","40.0"
